Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
1061,531.568,175.71,520110473216,50.98,2000263573504,
1062,532.069,159.89,520194359296,50.99,2000263573504,
1063,532.569,95.92,520244690944,51.00,2000263573504,
1064,533.069,95.93,520295022592,51.00,2000263573504,
1065,533.570,79.86,520336965632,51.01,2000263573504,
1066,534.071,79.91,520378908672,51.01,2000263573504,
1067,534.572,111.83,520437628928,51.02,2000263573504,
1068,535.072,95.88,520487960576,51.02,2000263573504,
1069,535.573,95.86,520538292224,51.03,2000263573504,
1070,536.074,95.78,520588623872,51.03,2000263573504,
1071,536.575,95.85,520638955520,51.04,2000263573504,
1072,537.076,95.85,520689287168,51.04,2000263573504,
1073,537.576,95.86,520739618816,51.05,2000263573504,
1074,538.077,95.89,520789950464,51.05,2000263573504,
1075,538.580,79.49,520831893504,51.06,2000263573504,
1076,539.081,111.89,520890613760,51.06,2000263573504,
1077,539.582,159.51,520974499840,51.07,2000263573504,
1078,540.083,191.72,521075163136,51.08,2000263573504,
1079,540.583,191.84,521175826432,51.09,2000263573504,
1080,541.084,191.72,521276489728,51.10,2000263573504,
1081,541.585,191.70,521377153024,51.11,2000263573504,
1082,542.086,175.57,521469427712,51.12,2000263573504,
1083,542.587,191.77,521570091008,51.13,2000263573504,
1084,543.087,95.91,521620422656,51.13,2000263573504,
1085,543.588,95.91,521670754304,51.14,2000263573504,
1086,544.088,79.90,521712697344,51.14,2000263573504,
1087,544.589,95.94,521763028992,51.15,2000263573504,
1088,545.089,95.84,521813360640,51.15,2000263573504,
1089,545.590,95.84,521863692288,51.16,2000263573504,
1090,546.092,79.76,521905635328,51.16,2000263573504,
1091,546.593,95.82,521955966976,51.17,2000263573504,
1092,547.093,95.91,522006298624,51.17,2000263573504,
1093,547.594,95.91,522056630272,51.18,2000263573504,
1094,548.094,95.87,522106961920,51.18,2000263573504,
1095,548.595,79.89,522148904960,51.18,2000263573504,
1096,549.096,95.73,522199236608,51.19,2000263573504,
1097,549.598,95.72,522249568256,51.19,2000263573504,
1098,550.100,159.38,522333454336,51.20,2000263573504,
1099,550.600,191.84,522434117632,51.21,2000263573504,
1100,551.101,207.73,522543169536,51.22,2000263573504,
1101,551.602,175.76,522635444224,51.23,2000263573504,
1102,552.102,207.67,522744496128,51.24,2000263573504,
1103,552.603,175.86,522836770816,51.25,2000263573504,
1104,553.103,175.78,522929045504,51.26,2000263573504,
1105,553.604,95.81,522979377152,51.27,2000263573504,
1106,554.105,95.94,523029708800,51.27,2000263573504,
1107,554.605,95.86,523080040448,51.28,2000263573504,
1108,555.106,79.92,523121983488,51.28,2000263573504,
1109,555.607,95.84,523172315136,51.28,2000263573504,
1110,556.107,95.88,523222646784,51.29,2000263573504,
1111,556.609,79.73,523264589824,51.29,2000263573504,
1112,557.113,95.26,523314921472,51.30,2000263573504,
1113,557.615,95.71,523365253120,51.30,2000263573504,
1114,558.116,79.80,523407196160,51.31,2000263573504,
1115,558.616,95.91,523457527808,51.31,2000263573504,
1116,559.117,95.90,523507859456,51.32,2000263573504,
1117,559.617,95.87,523558191104,51.32,2000263573504,
1118,560.118,95.86,523608522752,51.33,2000263573504,
1119,560.619,255.65,523742740480,51.34,2000263573504,
1120,561.119,287.69,523893735424,51.36,2000263573504,
1121,561.620,271.72,524036341760,51.37,2000263573504,
1122,562.121,271.70,524178948096,51.38,2000263573504,
1123,562.621,303.58,524338331648,51.40,2000263573504,
1124,563.122,271.74,524480937984,51.41,2000263573504,
1125,563.622,271.70,524623544320,51.43,2000263573504,
1126,564.122,175.91,524715819008,51.44,2000263573504,
1127,564.626,206.36,524824870912,51.45,2000263573504,
1128,565.128,159.60,524908756992,51.45,2000263573504,
1129,565.629,191.59,525009420288,51.46,2000263573504,
1130,566.130,175.56,525101694976,51.47,2000263573504,
1131,566.631,175.73,525193969664,51.48,2000263573504,
1132,567.131,191.73,525294632960,51.49,2000263573504,
1133,567.633,191.32,525395296256,51.50,2000263573504,
1134,568.134,191.87,525495959552,51.51,2000263573504,
1135,568.635,159.47,525579845632,51.52,2000263573504,
1136,569.136,191.83,525680508928,51.53,2000263573504,
1137,569.637,175.52,525772783616,51.54,2000263573504,
1138,570.138,191.77,525873446912,51.55,2000263573504,
1139,570.659,184.05,525974110208,51.56,2000263573504,
1140,571.160,335.58,526150270976,51.58,2000263573504,
1141,571.660,415.53,526368374784,51.60,2000263573504,
1142,572.163,445.96,526603255808,51.62,2000263573504,
1143,572.665,461.62,526846525440,51.64,2000263573504,
1144,573.167,446.34,527081406464,51.67,2000263573504,
1145,573.668,447.31,527316287488,51.69,2000263573504,
1146,574.169,415.25,527534391296,51.71,2000263573504,
1147,574.669,447.43,527769272320,51.74,2000263573504,
1148,575.170,367.72,527962210304,51.75,2000263573504,
1149,575.671,319.55,528129982464,51.77,2000263573504,
1150,576.172,335.10,528306143232,51.79,2000263573504,
1151,576.673,335.55,528482304000,51.81,2000263573504,
1152,577.173,367.64,528675241984,51.82,2000263573504,
1153,577.675,350.79,528859791360,51.84,2000263573504,
1154,578.180,396.18,529069506560,51.86,2000263573504,
1155,578.681,367.28,529262444544,51.88,2000263573504,
1156,579.182,350.88,529446993920,51.90,2000263573504,
1157,579.682,367.76,529639931904,51.92,2000263573504,
1158,580.185,334.53,529816092672,51.94,2000263573504,
1159,580.685,351.58,530000642048,51.95,2000263573504,
1160,581.186,335.19,530176802816,51.97,2000263573504,
1161,581.689,334.25,530352963584,51.99,2000263573504,
1162,582.190,398.94,530562678784,52.01,2000263573504,
1163,582.691,655.50,530906611712,52.04,2000263573504,
1164,583.191,750.98,531300876288,52.08,2000263573504,
1165,583.693,750.34,531695140864,52.12,2000263573504,
1166,584.194,734.55,532081016832,52.16,2000263573504,
1167,584.694,735.04,532466892800,52.20,2000263573504,
1168,585.197,748.00,532861157376,52.23,2000263573504,
1169,585.698,750.23,533255421952,52.27,2000263573504,
1170,586.198,735.62,533641297920,52.31,2000263573504,
1171,586.699,702.71,534010396672,52.35,2000263573504,
1172,587.200,639.64,534345940992,52.38,2000263573504,
1173,587.700,607.68,534664708096,52.41,2000263573504,
1174,588.201,607.04,534983475200,52.44,2000263573504,
1175,588.701,654.82,535327408128,52.48,2000263573504,
1176,589.202,591.09,535637786624,52.51,2000263573504,
1177,589.703,655.41,535981719552,52.54,2000263573504,
1178,590.203,607.54,536300486656,52.57,2000263573504,
1179,590.704,655.40,536644419584,52.61,2000263573504,
1180,591.206,589.63,536954798080,52.64,2000263573504,
1181,591.706,655.01,537298731008,52.67,2000263573504,
1182,592.207,607.21,537617498112,52.70,2000263573504,
1183,592.708,654.11,537961431040,52.73,2000263573504,
1184,593.209,591.19,538271809536,52.76,2000263573504,
1185,593.710,703.04,538640908288,52.80,2000263573504,
1186,594.210,639.51,538976452608,52.83,2000263573504,
1187,594.711,655.42,539320385536,52.87,2000263573504,
1188,595.211,687.24,539681095680,52.90,2000263573504,
1189,595.712,687.12,540041805824,52.94,2000263573504,
1190,596.213,654.78,540385738752,52.97,2000263573504,
1191,596.713,655.30,540729671680,53.01,2000263573504,
1192,597.214,670.81,541081993216,53.04,2000263573504,
1193,597.715,671.27,541434314752,53.07,2000263573504,
1194,598.215,687.03,541795024896,53.11,2000263573504,
1195,598.716,575.25,542097014784,53.14,2000263573504,
1196,599.217,606.69,542415781888,53.17,2000263573504,
1197,599.718,543.24,542700994560,53.20,2000263573504,
1198,600.218,543.62,542986207232,53.23,2000263573504,
1199,600.719,591.11,543296585728,53.26,2000263573504,
1200,601.219,607.45,543615352832,53.29,2000263573504,
1201,601.720,639.25,543950897152,53.32,2000263573504,
1202,602.220,575.51,544252887040,53.35,2000263573504,
1203,602.721,639.56,544588431360,53.38,2000263573504,
1204,603.221,575.17,544890421248,53.41,2000263573504,
1205,603.722,575.14,545192411136,53.44,2000263573504,
1206,604.225,636.41,545527955456,53.48,2000263573504,
1207,604.726,575.35,545829945344,53.51,2000263573504,
1208,605.226,511.32,546098380800,53.53,2000263573504,
1209,605.727,639.45,546433925120,53.56,2000263573504,
1210,606.227,591.21,546744303616,53.60,2000263573504,
1211,606.728,511.56,547012739072,53.62,2000263573504,
1212,607.229,494.90,547272785920,53.65,2000263573504,
1213,607.730,543.36,547557998592,53.68,2000263573504,
1214,608.231,494.88,547818045440,53.70,2000263573504,
1215,608.732,527.02,548094869504,53.73,2000263573504,
1216,609.233,510.42,548363304960,53.75,2000263573504,
1217,609.734,527.43,548640129024,53.78,2000263573504,
1218,610.234,479.19,548891787264,53.81,2000263573504,
1219,610.735,447.23,549126668288,53.83,2000263573504,
1220,611.236,447.62,549361549312,53.85,2000263573504,
1221,611.745,377.38,549562875904,53.87,2000263573504,
1222,612.245,415.68,549780979712,53.89,2000263573504,
1223,612.746,446.85,550015860736,53.92,2000263573504,
1224,613.247,463.45,550259130368,53.94,2000263573504,
1225,613.747,447.68,550494011392,53.96,2000263573504,
1226,614.247,463.71,550737281024,53.99,2000263573504,
1227,614.748,243.74,550865207296,54.00,2000263573504,
